adopter,state,bill_win,bill_sum,cf,income,educ,sqft,kids,n_peo,age,retire,party
Adopter,New Jersey,700,350,0.138040129,125000,Some College,"(2000,3000]",1,4,54,0,Independent
Non-adopter,California,225,250,0.185442682,87500,Some College,"(1500,2000]",0,4,50,0,Republican
Non-adopter,California,100,200,0.182302849,37500,Some College,"(0,1000]",0,2,80,1,Independent
Adopter,California,200,250,0.185442682,17500,Some College,"(1500,2000]",1,4,48,0,Democrat
Adopter,New York,100,300,0.144799344,175000,Graduate Degree,"(1500,2000]",1,2,37,0,Independent
Adopter,New York,275,350,0.144799344,175000,Bachelor Degree,"(2000,3000]",1,2,42,0,Republican
Non-adopter,California,315,315,0.185442682,125000,Graduate Degree,"(1500,2000]",0,2,71,1,Democrat
Non-adopter,New Jersey,300,500,0.140466426,125000,Some College,"(2000,3000]",1,4,64,1,Republican
Adopter,California,325,250,0.173676259,87500,Some College,"(2000,3000]",0,2,75,1,Republican
Non-adopter,California,50,30,0.171184243,37500,Bachelor Degree,"(0,1000]",0,2,28,0,Democrat
Adopter,California,350,500,0.185442682,125000,Bachelor Degree,"(1500,2000]",0,4,58,0,Democrat
Non-adopter,New York,100,150,0.144799344,125000,Bachelor Degree,"(1000,1500]",1,2,34,0,Democrat
Non-adopter,California,140,140,0.171184243,125000,High School or Less,"(1500,2000]",0,3,56,1,Independent
Adopter,New York,65,105,0.136167158,250000,Some College,"(2000,3000]",0,2,69,1,Independent
Non-adopter,California,70,85,0.192908626,37500,Bachelor Degree,"(1500,2000]",0,2,72,1,Republican
Non-adopter,California,150,110,0.181662272,87500,Bachelor Degree,"(1500,2000]",0,4,72,1,Republican
Non-adopter,California,200,100,0.185442682,250000,Graduate Degree,"(3000,4000]",0,2,77,0,Republican
Non-adopter,California,200,100,0.171184243,37500,Graduate Degree,"(2000,3000]",0,2,67,0,Democrat
Non-adopter,California,45,60,0.171184243,87500,Graduate Degree,"(1500,2000]",0,4,53,0,Independent
Non-adopter,California,150,300,0.173451732,62500,Some College,"(1500,2000]",0,2,66,1,Republican
Non-adopter,New York,100,80,0.136167158,62500,Graduate Degree,"(1000,1500]",0,2,59,1,Independent
Non-adopter,California,65,50,0.183624927,62500,Bachelor Degree,"(2000,3000]",0,1,69,1,Independent
Non-adopter,California,200,250,0.18700047,350000,High School or Less,"(1500,2000]",1,2,45,0,Democrat
Non-adopter,California,150,300,0.172051015,62500,High School or Less,"(1500,2000]",0,2,84,1,Republican
Non-adopter,California,500,600,0.17088196,250000,Some College,"(3000,4000]",0,2,58,0,Republican
Adopter,New Jersey,325,450,0.138040129,175000,Graduate Degree,"(1000,1500]",1,1,52,0,Democrat
Non-adopter,California,80,147.5,0.183624927,37500,High School or Less,"(1500,2000]",0,3,49,0,Independent
Adopter,California,200,75,0.172770336,37500,Some College,"(2000,3000]",0,2,52,0,Independent
Non-adopter,New Jersey,300,300,0.138040129,175000,Graduate Degree,"(1500,2000]",1,2,40,0,Independent
Non-adopter,California,80,150,0.181662272,125000,Bachelor Degree,"(0,1000]",0,3,61,0,Democrat
Non-adopter,New York,100,225,0.144799344,250000,Graduate Degree,"(1000,1500]",0,2,37,0,Independent
Non-adopter,California,83,285,0.194651838,37500,High School or Less,"(1500,2000]",0,2,81,1,Republican
Non-adopter,California,80,225,0.172770336,250000,Graduate Degree,"(2000,3000]",0,2,66,0,Democrat
Non-adopter,California,350,140,0.170682681,17500,Graduate Degree,"(4000,5000+]",0,2,66,0,Independent
Non-adopter,California,90,60,0.177295933,37500,Some College,"(1000,1500]",0,1,69,1,Independent
Non-adopter,California,200,50,0.192908626,125000,Some College,"(1500,2000]",0,2,58,1,Independent
Adopter,New Jersey,140,900,0.138040129,87500,Graduate Degree,"(2000,3000]",0,1,73,1,Democrat
Non-adopter,California,200,400,0.181662272,125000,Some College,"(2000,3000]",0,4,58,1,Independent
Non-adopter,California,250,200,0.175261569,125000,Graduate Degree,"(1500,2000]",0,1,68,0,Democrat
Non-adopter,California,100,100,0.194651838,37500,Some College,"(1500,2000]",1,3,42,0,Democrat
Non-adopter,California,150,80,0.177295933,175000,Some College,"(2000,3000]",0,1,82,1,Republican
Non-adopter,California,150,250,0.181662272,125000,Some College,"(1000,1500]",0,2,50,0,Republican
Adopter,California,220,275,0.185442682,250000,Graduate Degree,"(1000,1500]",1,3,59,0,Republican
Non-adopter,New Jersey,75,175,0.150491191,62500,Some College,"(1500,2000]",0,2,61,0,Republican
Non-adopter,New Jersey,45,65,0.140733312,87500,Bachelor Degree,"(1500,2000]",0,1,50,0,Democrat
Non-adopter,New Jersey,400,300,0.141104985,125000,Graduate Degree,"(2000,3000]",1,2,36,0,Republican
Non-adopter,California,129,289,0.172051015,62500,Bachelor Degree,"(1500,2000]",1,2,38,0,Independent
Non-adopter,California,70,160,0.183624927,350000,Graduate Degree,"(2000,3000]",1,2,42,0,Democrat
Non-adopter,New York,120,180,0.144799344,125000,Graduate Degree,"(2000,3000]",1,1,43,0,Democrat
Non-adopter,Arizona,200,420,0.184697327,62500,Graduate Degree,"(2000,3000]",1,3,55,0,Independent
Non-adopter,New York,145,125,0.144799344,87500,High School or Less,"(1000,1500]",1,4,65,1,Independent
Non-adopter,California,260,450,0.18700047,87500,Some College,"(1500,2000]",1,3,53,0,Republican
Adopter,California,230,350,0.190826154,62500,Some College,"(1500,2000]",0,4,31,0,Independent
Adopter,New York,240,240,0.144799344,125000,Graduate Degree,"(3000,4000]",0,3,65,0,Independent
Non-adopter,New York,250,300,0.144799344,62500,High School or Less,"(1500,2000]",0,1,68,1,Independent
Non-adopter,California,110,180,0.185312698,87500,Bachelor Degree,"(1500,2000]",0,2,68,1,Democrat
Non-adopter,California,150,650,0.185442682,37500,Some College,"(2000,3000]",0,4,65,0,Independent
Non-adopter,New York,80,100,0.132440655,175000,Bachelor Degree,"(1500,2000]",1,3,57,0,Independent
Non-adopter,California,200,450,0.181662272,250000,Some College,"(1500,2000]",0,2,53,0,Democrat
Non-adopter,New York,250,350,0.144799344,250000,Graduate Degree,"(1500,2000]",0,2,67,1,Republican
Non-adopter,Arizona,200,200,0.184697327,37500,Bachelor Degree,"(2000,3000]",0,3,62,0,Independent
Non-adopter,Arizona,135,145,0.184697327,125000,Bachelor Degree,"(1000,1500]",0,2,56,0,Republican
Non-adopter,California,125,200,0.181662272,62500,Some College,"(1500,2000]",1,2,38,0,Republican
Non-adopter,New Jersey,100,80,0.141837344,125000,Some College,"(3000,4000]",0,2,59,0,Republican
Adopter,California,70,250,0.183624927,87500,Graduate Degree,"(1000,1500]",1,3,29,0,Independent
Non-adopter,New York,150,150,0.136167158,125000,Graduate Degree,"(2000,3000]",1,2,49,0,Republican
Non-adopter,California,90,60,0.183624927,87500,Some College,"(1000,1500]",0,2,62,0,Democrat
Non-adopter,Arizona,150,600,0.184697327,125000,Some College,"(2000,3000]",1,3,45,0,Republican
Non-adopter,New York,400,200,0.135844208,37500,Some College,"(0,1000]",0,4,63,1,Democrat
Adopter,New York,230,100,0.144799344,125000,High School or Less,"(3000,4000]",1,4,44,0,Democrat
Adopter,California,50,70,0.173227205,175000,Graduate Degree,"(2000,3000]",0,2,54,0,Independent
Adopter,California,297,297,0.185312698,125000,Graduate Degree,"(2000,3000]",0,2,74,1,Republican
Adopter,California,250,125,0.170682681,125000,Bachelor Degree,"(2000,3000]",0,2,64,1,Democrat
Non-adopter,California,150,250,0.181662272,62500,High School or Less,"(1500,2000]",0,4,57,0,Independent
Non-adopter,New York,200,65,0.136007146,37500,Bachelor Degree,"(1000,1500]",0,2,58,0,Democrat
Non-adopter,New York,135,120,0.136167158,87500,Bachelor Degree,"(1000,1500]",1,2,45,0,Republican
Non-adopter,California,115,70,0.18700047,87500,Graduate Degree,"(0,1000]",0,1,57,1,Democrat
Non-adopter,California,65,80,0.186221576,125000,Graduate Degree,"(1000,1500]",0,3,71,0,Democrat
Non-adopter,New York,120,120,0.144799344,125000,Graduate Degree,"(2000,3000]",0,1,83,1,Independent
Non-adopter,Arizona,178,178,0.184697327,62500,Bachelor Degree,"(1000,1500]",0,2,67,1,Democrat
Non-adopter,Arizona,35,200,0.184697327,37500,Bachelor Degree,"(2000,3000]",0,2,65,1,Republican
Adopter,California,150,300,0.182302849,87500,Some College,"(0,1000]",0,2,60,1,Republican
Non-adopter,California,150,250,0.182302849,125000,Bachelor Degree,"(3000,4000]",0,3,68,0,Independent
Non-adopter,California,50,50,0.181662272,87500,Bachelor Degree,"(1500,2000]",1,4,36,0,Independent
Non-adopter,California,100,75,0.1720999,17500,Bachelor Degree,"(1000,1500]",1,2,55,0,Independent
Adopter,California,125,135,0.181662272,62500,Some College,"(1500,2000]",0,1,70,1,Republican
Non-adopter,California,96,96,0.18700047,250000,Graduate Degree,"(2000,3000]",0,2,60,0,Republican
Non-adopter,Arizona,100,250,0.184697327,87500,Bachelor Degree,"(2000,3000]",1,3,56,0,Republican
Non-adopter,California,54,50,0.170682681,62500,Bachelor Degree,"(1500,2000]",0,2,83,1,Republican
Adopter,California,175,150,0.183624927,17500,Bachelor Degree,"(1500,2000]",0,2,82,1,Republican
Adopter,California,350,350,0.182273476,250000,Bachelor Degree,"(2000,3000]",1,2,40,0,Republican
Adopter,New York,180,180,0.144799344,62500,Some College,"(1000,1500]",0,2,61,1,Republican
Adopter,New Jersey,150,250,0.144911203,125000,Bachelor Degree,"(1500,2000]",0,2,67,1,Independent
Non-adopter,California,200,100,0.170682681,125000,Graduate Degree,"(2000,3000]",1,2,40,0,Democrat
Adopter,California,240,540,0.182302849,125000,Some College,"(2000,3000]",1,2,30,0,Democrat
Non-adopter,California,100,300,0.170682681,62500,Bachelor Degree,"(2000,3000]",0,3,60,0,Independent
Adopter,California,70,250,0.187285449,87500,Bachelor Degree,"(1500,2000]",1,2,40,0,Independent
Adopter,California,65,80,0.183624927,62500,Some College,"(1500,2000]",0,2,60,0,Independent
Non-adopter,Arizona,85,110,0.184697327,62500,Some College,"(1000,1500]",0,1,68,1,Independent
Non-adopter,California,67,110,0.182273476,87500,Bachelor Degree,"(1000,1500]",0,2,69,0,Independent
Adopter,California,200,375,0.170682681,125000,Some College,"(2000,3000]",0,2,67,0,Republican
Non-adopter,California,55,155,0.18700047,37500,Bachelor Degree,"(1000,1500]",0,2,54,0,Independent
Adopter,California,175,175,0.194651838,62500,Some College,"(2000,3000]",0,1,48,0,Republican
Non-adopter,Arizona,125,125,0.184697327,125000,Graduate Degree,"(1500,2000]",0,4,52,0,Independent
Adopter,California,150,170,0.181662272,37500,Some College,"(1500,2000]",0,2,66,0,Democrat
Non-adopter,New Jersey,70,140,0.142822257,125000,Graduate Degree,"(1500,2000]",0,1,51,0,Democrat
Non-adopter,California,150,250,0.183624927,175000,Graduate Degree,"(2000,3000]",0,2,65,0,Republican
Non-adopter,California,150,90,0.185442682,125000,Some College,"(1500,2000]",0,2,64,0,Republican
Non-adopter,New Jersey,125,80,0.141837344,62500,Some College,"(1000,1500]",0,3,68,0,Independent
Adopter,California,175,150,0.183624927,125000,Some College,"(1000,1500]",0,2,69,1,Independent
Non-adopter,California,100,150,0.171184243,87500,High School or Less,"(2000,3000]",1,2,38,0,Independent
Non-adopter,California,125,88,0.183624927,62500,High School or Less,"(1500,2000]",0,2,77,1,Democrat
Non-adopter,New York,40,55,0.137609191,125000,Graduate Degree,"(4000,5000+]",1,2,34,0,Democrat
Adopter,Arizona,75,350,0.184697327,125000,Some College,"(2000,3000]",0,2,68,1,Independent
Non-adopter,New York,225,125,0.136426073,125000,Bachelor Degree,"(3000,4000]",0,4,51,0,Independent
Non-adopter,Arizona,88,175,0.199905379,62500,Graduate Degree,"(1500,2000]",0,2,65,0,Democrat
Non-adopter,New York,88,63,0.136007146,62500,Bachelor Degree,"(2000,3000]",0,1,61,0,Independent
Non-adopter,New York,115,125,0.1428746,125000,Bachelor Degree,"(2000,3000]",0,2,52,0,Republican
Non-adopter,California,63,63,0.181662272,37500,Bachelor Degree,"(0,1000]",1,2,37,0,Democrat
Non-adopter,Arizona,88,225,0.184697327,62500,Some College,"(2000,3000]",0,3,54,1,Independent
Non-adopter,New Jersey,175,275,0.144940869,125000,Some College,"(2000,3000]",1,2,41,0,Independent
Non-adopter,California,63,125,0.192908626,125000,Some College,"(1500,2000]",0,2,73,0,Republican
Non-adopter,New York,250,250,0.140439972,37500,Some College,"(0,1000]",0,4,49,0,Independent
Non-adopter,New York,63,63,0.130458995,87500,Some College,"(1500,2000]",0,2,82,1,Independent
Non-adopter,Arizona,38,88,0.184697327,62500,Graduate Degree,"(1000,1500]",0,2,72,1,Republican
Non-adopter,New Jersey,200,100,0.150308957,62500,High School or Less,"(4000,5000+]",0,2,31,0,Republican
Non-adopter,Arizona,80,300,0.184697327,125000,Some College,"(3000,4000]",0,3,49,0,Independent
Non-adopter,New Jersey,63,63,0.141104985,62500,Some College,"(2000,3000]",0,1,65,1,Democrat
Non-adopter,Arizona,38,225,0.184697327,37500,High School or Less,"(1500,2000]",0,1,53,0,Republican
Non-adopter,New York,500,300,0.130005286,37500,Some College,"(1000,1500]",0,1,32,0,Democrat
Non-adopter,Arizona,110,300,0.184697327,37500,Some College,"(2000,3000]",1,2,35,0,Independent
Non-adopter,California,88,225,0.175098528,87500,Bachelor Degree,"(3000,4000]",0,3,54,0,Republican
Non-adopter,New York,275,125,0.12982605,125000,Some College,"(0,1000]",0,2,64,0,Republican
Non-adopter,New Jersey,225,275,0.147471945,125000,Some College,"(2000,3000]",0,2,63,0,Independent
Adopter,Arizona,80,200,0.199372954,125000,Some College,"(1500,2000]",0,2,67,1,Democrat
Non-adopter,New Jersey,189,205,0.143531422,87500,Some College,"(1500,2000]",1,1,40,0,Republican
Non-adopter,New York,280,140,0.13648607,350000,Graduate Degree,"(0,1000]",1,2,32,0,Republican
Non-adopter,New Jersey,60,45,0.139780966,125000,Graduate Degree,"(0,1000]",1,2,44,0,Independent
Non-adopter,Arizona,63,175,0.199905379,87500,Bachelor Degree,"(1000,1500]",0,3,60,0,Republican
Non-adopter,California,63,125,0.194651838,62500,Some College,"(1000,1500]",0,2,67,1,Republican
Non-adopter,New Jersey,175,275,0.146080858,87500,Graduate Degree,"(2000,3000]",0,2,43,0,Independent
Non-adopter,New Jersey,125,225,0.141837344,175000,High School or Less,"(1500,2000]",0,2,52,0,Independent
Non-adopter,New Jersey,1000,1000,0.137607491,175000,Some College,"(0,1000]",0,3,20,0,Democrat
Non-adopter,New York,63,125,0.130458995,62500,Bachelor Degree,"(1000,1500]",0,1,60,0,Democrat
Non-adopter,New Jersey,38,175,0.150491191,37500,Some College,"(2000,3000]",0,2,77,1,Democrat
Non-adopter,California,150,250,0.17352081,62500,High School or Less,"(1000,1500]",1,4,38,0,Republican
Non-adopter,New York,88,38,0.137866209,87500,High School or Less,"(1000,1500]",0,2,30,0,Independent
Non-adopter,New Jersey,63,88,0.144970535,87500,Bachelor Degree,"(2000,3000]",0,2,26,0,Republican
Non-adopter,New York,270,270,0.143482328,175000,High School or Less,"(1500,2000]",0,2,50,0,Independent
Non-adopter,New York,225,225,0.141615421,87500,Bachelor Degree,"(1000,1500]",0,2,32,0,Democrat
Non-adopter,Arizona,88,275,0.199905379,87500,Bachelor Degree,"(1500,2000]",0,2,63,1,Independent
Non-adopter,California,88,88,0.185442682,175000,Some College,"(2000,3000]",1,3,42,0,Independent
Non-adopter,New York,175,275,0.139613867,62500,Bachelor Degree,"(1500,2000]",0,1,50,0,Republican
Non-adopter,Arizona,175,175,0.184697327,62500,Bachelor Degree,"(3000,4000]",0,1,75,1,Republican
Non-adopter,California,88,63,0.182273476,62500,Bachelor Degree,"(1500,2000]",0,2,78,1,Democrat
Non-adopter,New Jersey,350,100,0.141535368,125000,Some College,"(1500,2000]",0,4,49,0,Independent
Non-adopter,Arizona,111,111,0.199905379,62500,Bachelor Degree,"(1000,1500]",0,2,69,1,Democrat
Non-adopter,New York,140,200,0.143482328,37500,Graduate Degree,"(1000,1500]",0,3,26,0,Independent
Non-adopter,New York,125,225,0.136928697,37500,Graduate Degree,"(1500,2000]",0,2,60,0,Democrat
Non-adopter,California,38,18,0.181662272,125000,Some College,"(1500,2000]",1,3,54,0,Democrat
Non-adopter,New York,63,38,0.130458995,37500,Some College,"(1500,2000]",0,2,75,0,Republican
Non-adopter,Arizona,80,90,0.184697327,87500,Bachelor Degree,"(2000,3000]",1,2,34,0,Republican
Non-adopter,Arizona,125,175,0.184697327,62500,Some College,"(2000,3000]",1,2,58,0,Democrat
Non-adopter,New Jersey,325,450,0.140733312,175000,Bachelor Degree,"(2000,3000]",0,3,60,0,Democrat
Adopter,Arizona,125,195,0.200647018,125000,Graduate Degree,"(2000,3000]",0,2,64,0,Republican
Non-adopter,New Jersey,75,150,0.1456947,125000,Bachelor Degree,"(1000,1500]",1,1,35,0,Democrat
Non-adopter,California,125,125,0.182273476,87500,Graduate Degree,"(1500,2000]",0,2,85,1,Independent
Non-adopter,Arizona,125,325,0.184697327,62500,Some College,"(2000,3000]",0,2,45,0,Independent
Non-adopter,Arizona,90,120,0.200647018,37500,Some College,"(1000,1500]",0,1,41,1,Independent
Non-adopter,New York,63,38,0.129722412,62500,Graduate Degree,"(1500,2000]",0,1,58,1,Republican
Non-adopter,Arizona,60,90,0.184697327,87500,Bachelor Degree,"(1500,2000]",0,2,34,0,Republican
Non-adopter,Arizona,100,99,0.201207263,17500,High School or Less,"(1000,1500]",0,1,18,0,Independent
Non-adopter,Arizona,38,88,0.199905379,87500,Some College,"(1500,2000]",1,1,55,0,Independent
Non-adopter,California,200,275,0.18700047,175000,Bachelor Degree,"(3000,4000]",0,1,49,0,Democrat
Non-adopter,New Jersey,300,600,0.150491191,87500,High School or Less,"(3000,4000]",0,2,67,1,Republican
Non-adopter,New York,175,175,0.129388576,62500,Some College,"(1500,2000]",0,2,48,0,Democrat
Non-adopter,New Jersey,125,225,0.144911203,125000,Graduate Degree,"(2000,3000]",0,3,72,1,Democrat
Non-adopter,New Jersey,275,375,0.142822257,37500,Bachelor Degree,"(3000,4000]",1,2,51,0,Democrat
Non-adopter,New Jersey,100,450,0.145612251,125000,Some College,"(2000,3000]",0,2,42,0,Republican
Non-adopter,California,63,63,0.18700047,125000,Graduate Degree,"(1500,2000]",0,1,42,0,Republican
Non-adopter,New York,200,130,0.13648607,62500,Graduate Degree,"(1000,1500]",1,2,31,0,Democrat
Non-adopter,California,225,125,0.173227205,125000,Bachelor Degree,"(1500,2000]",0,2,58,1,Independent
Non-adopter,New York,125,125,0.131402931,62500,High School or Less,"(1500,2000]",0,2,43,0,Independent
Non-adopter,Arizona,60,450,0.184697327,37500,Graduate Degree,"(1500,2000]",0,1,29,0,Democrat
Non-adopter,New Jersey,40,60,0.141458314,87500,Graduate Degree,"(1000,1500]",0,1,46,0,Democrat
Adopter,Arizona,50,230,0.184697327,37500,Some College,"(1500,2000]",0,2,58,1,Independent
Non-adopter,California,200,200,0.181662272,62500,Graduate Degree,"(2000,3000]",1,2,45,0,Independent
Non-adopter,New York,200,175,0.136928697,87500,Graduate Degree,"(2000,3000]",0,3,55,0,Democrat
Non-adopter,New Jersey,88,275,0.143531422,125000,Bachelor Degree,"(3000,4000]",0,2,65,1,Independent
Non-adopter,Arizona,88,275,0.184697327,62500,Bachelor Degree,"(2000,3000]",1,2,31,0,Republican
Non-adopter,New Jersey,375,88,0.139944474,125000,Some College,"(2000,3000]",0,2,76,0,Republican
Non-adopter,Arizona,125,225,0.192330297,62500,Some College,"(1500,2000]",0,2,67,1,Independent
Non-adopter,Arizona,38,88,0.199905379,37500,Some College,"(1500,2000]",0,2,76,1,Republican
Non-adopter,Arizona,175,275,0.184697327,125000,Graduate Degree,"(2000,3000]",0,2,65,1,Republican
Non-adopter,Arizona,63,275,0.184697327,62500,Some College,"(2000,3000]",0,2,71,1,Independent
Non-adopter,New York,110,60,0.126858165,37500,High School or Less,"(2000,3000]",0,2,58,1,Independent
Non-adopter,New Jersey,125,225,0.141837344,87500,Some College,"(1500,2000]",1,2,37,0,Democrat
Non-adopter,California,63,88,0.17352081,87500,Some College,"(1500,2000]",1,2,53,0,Republican
Non-adopter,New York,125,125,0.143482328,175000,Graduate Degree,"(2000,3000]",0,1,66,0,Democrat
Non-adopter,Arizona,125,325,0.184697327,125000,Some College,"(2000,3000]",1,4,54,0,Democrat
Non-adopter,New York,88,63,0.130458995,37500,High School or Less,"(3000,4000]",0,2,69,1,Independent
Non-adopter,California,38,125,0.181662272,125000,Bachelor Degree,"(2000,3000]",1,2,39,0,Independent
Non-adopter,New Jersey,90,88,0.141458314,87500,Some College,"(1000,1500]",0,2,65,1,Democrat
Non-adopter,Arizona,63,125,0.199905379,87500,Bachelor Degree,"(2000,3000]",0,1,75,1,Republican
Non-adopter,New Jersey,125,160,0.141869744,125000,Some College,"(0,1000]",1,2,45,0,Democrat
Non-adopter,Arizona,63,63,0.199905379,87500,Graduate Degree,"(1500,2000]",0,2,58,0,Republican
Non-adopter,New Jersey,125,88,0.138040129,87500,Bachelor Degree,"(1500,2000]",0,2,79,1,Republican
Non-adopter,California,100,200,0.18700047,62500,Graduate Degree,"(0,1000]",1,2,33,0,Independent
Non-adopter,California,275,325,0.182302849,125000,Some College,"(2000,3000]",1,3,42,0,Independent
Non-adopter,Arizona,125,275,0.199905379,62500,Graduate Degree,"(1500,2000]",0,2,64,0,Democrat
Non-adopter,Arizona,125,225,0.184697327,250000,Graduate Degree,"(3000,4000]",0,4,62,0,Democrat
Non-adopter,Arizona,175,225,0.184697327,175000,Graduate Degree,"(2000,3000]",0,2,48,0,Republican
Non-adopter,New Jersey,325,175,0.139606699,87500,Bachelor Degree,"(1000,1500]",1,2,30,0,Independent
Non-adopter,California,70,120,0.18700047,37500,Some College,"(0,1000]",0,3,30,0,Independent
Non-adopter,New York,175,125,0.131402931,125000,Bachelor Degree,"(2000,3000]",0,2,71,1,Democrat
Non-adopter,New Jersey,200,300,0.141458314,62500,High School or Less,"(1500,2000]",1,1,64,0,Independent
Non-adopter,California,88,88,0.185442682,87500,Bachelor Degree,"(3000,4000]",0,3,49,0,Independent
Non-adopter,New York,63,18,0.137866209,87500,Some College,"(1500,2000]",0,2,58,0,Independent
Non-adopter,New Jersey,250,375,0.150491191,87500,Bachelor Degree,"(1500,2000]",1,2,48,0,Democrat
Non-adopter,New Jersey,63,175,0.141645432,62500,Graduate Degree,"(1000,1500]",0,1,71,1,Independent
Non-adopter,New York,63,63,0.130458995,62500,Some College,"(1500,2000]",1,1,32,0,Independent
Non-adopter,California,38,38,0.173227205,62500,High School or Less,"(1500,2000]",0,2,66,1,Democrat
Non-adopter,Arizona,18,275,0.184697327,37500,Some College,"(1000,1500]",0,1,37,0,Republican
Non-adopter,New York,180,225,0.14287465,125000,Bachelor Degree,"(1500,2000]",0,2,64,0,Democrat
Non-adopter,California,88,63,0.181662272,87500,Some College,"(1000,1500]",0,2,66,1,Republican
Non-adopter,California,38,88,0.185442682,125000,Graduate Degree,"(1500,2000]",1,2,37,0,Independent
Non-adopter,New Jersey,250,120,0.142822257,37500,High School or Less,"(1000,1500]",0,3,31,0,Democrat
Non-adopter,New York,120,175,0.132761937,125000,Graduate Degree,"(2000,3000]",0,2,45,0,Independent
Non-adopter,New York,125,175,0.144799344,37500,High School or Less,"(1000,1500]",0,2,75,1,Democrat
Non-adopter,New Jersey,225,225,0.137607491,62500,Bachelor Degree,"(2000,3000]",1,3,51,0,Republican
Non-adopter,California,110,200,0.182321857,175000,Some College,"(2000,3000]",1,2,35,0,Independent
Non-adopter,New Jersey,88,225,0.141406168,87500,Some College,"(2000,3000]",0,4,52,0,Independent
Adopter,Arizona,175,300,0.199905379,175000,Some College,"(2000,3000]",0,2,64,1,Democrat
Non-adopter,Arizona,280,50,0.201207263,62500,Some College,"(1500,2000]",0,2,51,0,Republican
Non-adopter,Arizona,88,63,0.198069413,62500,Bachelor Degree,"(2000,3000]",0,2,87,1,Republican
Non-adopter,New York,100,90,0.134562822,125000,Some College,"(2000,3000]",0,2,64,1,Democrat
Non-adopter,New Jersey,325,325,0.140733312,62500,Some College,"(2000,3000]",1,4,42,0,Republican
Non-adopter,New York,38,38,0.130458995,175000,Some College,"(1500,2000]",1,2,55,0,Democrat
Non-adopter,New Jersey,175,225,0.140733312,175000,Some College,"(2000,3000]",0,3,57,0,Democrat
Non-adopter,Arizona,88,275,0.184697327,175000,Bachelor Degree,"(1500,2000]",0,2,47,0,Democrat
Non-adopter,California,230,350,0.18700047,87500,Some College,"(2000,3000]",0,2,60,0,Democrat
Non-adopter,California,225,175,0.175911423,87500,Bachelor Degree,"(3000,4000]",0,2,75,1,Independent
Non-adopter,Arizona,125,125,0.184697327,37500,Some College,"(1500,2000]",0,2,47,0,Democrat
Non-adopter,New Jersey,125,125,0.140733312,37500,Some College,"(1000,1500]",1,2,70,1,Democrat
Non-adopter,New York,100,80,0.133281096,62500,Some College,"(1000,1500]",1,2,29,0,Independent
Non-adopter,Arizona,88,175,0.199905379,87500,Some College,"(2000,3000]",0,2,72,1,Republican
Non-adopter,New York,125,175,0.134622939,175000,Bachelor Degree,"(1500,2000]",0,1,65,0,Democrat
Non-adopter,Arizona,175,175,0.199372954,125000,Some College,"(1500,2000]",0,2,26,0,Independent
Non-adopter,New York,88,88,0.130458995,62500,Some College,"(0,1000]",0,2,53,0,Democrat
Non-adopter,Arizona,63,175,0.191768928,37500,Some College,"(1000,1500]",0,1,50,0,Democrat
Non-adopter,New Jersey,375,325,0.150491191,62500,Some College,"(1000,1500]",0,2,76,1,Independent
Non-adopter,New Jersey,38,125,0.141837344,250000,Bachelor Degree,"(2000,3000]",1,3,53,0,Republican
Non-adopter,California,175,63,0.181662272,125000,Some College,"(3000,4000]",0,2,82,0,Republican
Non-adopter,New Jersey,30,60,0.141837344,87500,Some College,"(1500,2000]",0,2,67,1,Independent
Non-adopter,California,175,175,0.185442682,175000,Bachelor Degree,"(2000,3000]",0,2,68,1,Republican
Non-adopter,California,40,40,0.182273476,125000,Bachelor Degree,"(1000,1500]",1,2,25,0,Independent
Non-adopter,California,125,125,0.17014208,62500,Some College,"(1500,2000]",0,3,50,0,Independent
Non-adopter,New York,225,325,0.144799344,175000,Graduate Degree,"(2000,3000]",1,4,47,0,Independent
Non-adopter,New York,125,125,0.130019787,87500,High School or Less,"(2000,3000]",0,2,57,1,Democrat
Non-adopter,California,125,175,0.171962197,87500,High School or Less,"(1500,2000]",0,2,66,1,Independent
Non-adopter,Arizona,38,150,0.191768928,175000,High School or Less,"(1500,2000]",0,2,42,0,Independent
Non-adopter,California,88,375,0.18700047,125000,Bachelor Degree,"(2000,3000]",1,3,52,1,Democrat
Non-adopter,New Jersey,88,63,0.141837344,87500,Graduate Degree,"(2000,3000]",0,1,37,1,Independent
Adopter,Arizona,65,120,0.199905379,87500,Bachelor Degree,"(1500,2000]",0,2,62,1,Independent
Non-adopter,New Jersey,325,175,0.137607491,125000,Some College,"(2000,3000]",1,3,46,0,Democrat
Non-adopter,New York,500,200,0.143291156,175000,Bachelor Degree,"(1500,2000]",1,2,46,0,Democrat
Non-adopter,New Jersey,175,125,0.14192373,87500,High School or Less,"(2000,3000]",0,2,29,0,Independent
Non-adopter,California,125,225,0.173992098,37500,Some College,"(1500,2000]",1,2,50,0,Republican
Non-adopter,New York,38,63,0.133281096,37500,High School or Less,"(1000,1500]",0,2,66,1,Independent
Non-adopter,Arizona,88,225,0.184697327,125000,Graduate Degree,"(2000,3000]",0,1,74,1,Democrat
Non-adopter,New York,500,300,0.143482328,125000,Bachelor Degree,"(4000,5000+]",0,2,76,1,Democrat
Non-adopter,New Jersey,125,175,0.141837344,125000,Bachelor Degree,"(2000,3000]",0,1,68,1,Independent
