adopter,state,bill_win,bill_sum,cf,income,educ,sqft,kids,n_peo,age,retire,party
Adopter,New York,600,800,0.144799344,87500,Some College,"(2000,3000]",1,4,46,0,Republican
Adopter,California,70,120,0.177295933,125000,Bachelor Degree,"(1500,2000]",0,2,60,0,Democrat
Adopter,California,200,150,0.181662272,62500,Graduate Degree,"(2000,3000]",0,3,72,1,Republican
Adopter,New Jersey,150,140,0.145694684,125000,Graduate Degree,"(1000,1500]",1,2,35,0,Independent
Adopter,California,175,300,0.183624927,125000,Some College,"(1500,2000]",0,4,59,0,Republican
Adopter,California,150,250,0.183624927,125000,Graduate Degree,"(2000,3000]",1,2,49,0,Independent
Adopter,California,300,450,0.182302849,87500,Some College,"(1500,2000]",0,3,55,0,Republican
Adopter,New Jersey,348,300,0.141837344,62500,High School or Less,"(1500,2000]",0,2,74,1,Independent
Non-adopter,California,150,200,0.170682681,62500,Graduate Degree,"(2000,3000]",0,2,76,1,Republican
Adopter,California,300,250,0.177295933,87500,Bachelor Degree,"(2000,3000]",0,3,65,1,Republican
Adopter,New York,275,175,0.144799344,87500,Graduate Degree,"(1000,1500]",1,3,51,0,Independent
Adopter,California,200,175,0.183624927,125000,Bachelor Degree,"(1500,2000]",0,2,77,1,Republican
Adopter,California,70,130,0.17516009,62500,Some College,"(2000,3000]",0,2,67,1,Independent
Adopter,California,150,400,0.170682681,125000,Bachelor Degree,"(1500,2000]",0,2,68,0,Independent
Adopter,California,75,175,0.18700047,175000,Bachelor Degree,"(1000,1500]",0,2,34,0,Democrat
Adopter,California,175,250,0.170682681,37500,Bachelor Degree,"(1500,2000]",0,2,66,1,Republican
Adopter,New Jersey,220,220,0.141621756,62500,Some College,"(1500,2000]",0,4,66,1,Republican
Adopter,California,250,350,0.172770336,125000,Graduate Degree,"(2000,3000]",0,3,53,0,Democrat
Adopter,California,80,300,0.170682681,175000,Bachelor Degree,"(2000,3000]",0,2,76,1,Republican
Adopter,California,150,250,0.177295933,87500,Some College,"(2000,3000]",0,2,74,1,Republican
Adopter,California,225,175,0.177295933,62500,High School or Less,"(1500,2000]",0,2,60,1,Democrat
Adopter,California,65,120,0.194651838,17500,High School or Less,"(1500,2000]",0,2,65,1,Republican
Adopter,New York,250,180,0.144799344,62500,Some College,"(2000,3000]",0,3,55,1,Independent
Adopter,California,200,88,0.17088196,37500,Some College,"(1500,2000]",0,2,76,0,Independent
Adopter,California,250,330,0.190826154,37500,Bachelor Degree,"(2000,3000]",0,3,65,1,Republican
Adopter,New Jersey,85,110,0.141837344,125000,Bachelor Degree,"(2000,3000]",0,4,60,0,Independent
Adopter,New Jersey,175,200,0.141664029,87500,Bachelor Degree,"(1000,1500]",0,1,73,1,Republican
Adopter,New Jersey,100,125,0.141458314,250000,Bachelor Degree,"(1500,2000]",1,1,43,0,Democrat
Adopter,California,300,400,0.170682681,125000,Bachelor Degree,"(2000,3000]",0,4,69,1,Republican
Adopter,California,150,350,0.194651838,87500,Some College,"(2000,3000]",0,4,52,0,Republican
Adopter,California,120,130,0.172410675,87500,Some College,"(1500,2000]",0,3,71,1,Republican
Adopter,New Jersey,100,150,0.141458314,87500,Some College,"(0,1000]",0,1,65,1,Republican
Adopter,Arizona,150,300,0.191768928,175000,Bachelor Degree,"(2000,3000]",0,2,62,0,Republican
Adopter,New Jersey,131,165,0.14218588,125000,Bachelor Degree,"(1500,2000]",1,2,44,0,Independent
Adopter,California,120,80,0.183624927,125000,Graduate Degree,"(1000,1500]",0,2,58,0,Independent
Adopter,New York,120,100,0.144799344,37500,Some College,"(1500,2000]",0,2,51,0,Independent
Adopter,California,150,250,0.183624927,125000,Bachelor Degree,"(3000,4000]",0,2,73,0,Republican
Adopter,California,30,88,0.170682681,62500,Some College,"(1500,2000]",0,1,49,1,Democrat
Adopter,California,125,650,0.182302849,62500,Some College,"(1000,1500]",1,2,37,0,Republican
Adopter,California,150,150,0.183624927,125000,Some College,"(1000,1500]",0,3,60,0,Republican
Adopter,New Jersey,120,175,0.143809207,125000,Bachelor Degree,"(2000,3000]",0,4,60,0,Independent
Adopter,New York,160,160,0.144799344,125000,Some College,"(1500,2000]",1,4,56,0,Independent
Adopter,California,180,140,0.177295933,87500,Some College,"(1500,2000]",0,4,55,0,Republican
Adopter,California,400,600,0.177295933,87500,Bachelor Degree,"(1500,2000]",0,2,67,1,Republican
Adopter,California,400,275,0.171184243,175000,Bachelor Degree,"(2000,3000]",1,2,43,0,Republican
Adopter,California,230,150,0.183624927,62500,Bachelor Degree,"(2000,3000]",0,3,52,0,Republican
Adopter,California,250,250,0.177295933,62500,Some College,"(1000,1500]",0,2,55,0,Independent
Adopter,California,125,400,0.170682681,62500,Some College,"(1500,2000]",0,2,80,1,Republican
Adopter,New Jersey,70,80,0.14218588,62500,Bachelor Degree,"(1500,2000]",0,2,70,1,Republican
Adopter,New York,200,200,0.136167158,87500,Graduate Degree,"(2000,3000]",0,3,56,0,Independent
Adopter,California,150,150,0.181662272,62500,Bachelor Degree,"(2000,3000]",0,2,72,1,Independent
Adopter,California,100,200,0.194651838,62500,Some College,"(2000,3000]",0,2,66,1,Democrat
Adopter,California,52,62,0.182273476,37500,Graduate Degree,"(1500,2000]",1,2,61,0,Democrat
Adopter,New Jersey,175,225.66,0.140733312,87500,Some College,"(0,1000]",0,1,76,1,Democrat
Adopter,California,80,120,0.172969523,87500,Bachelor Degree,"(1500,2000]",0,2,65,1,Independent
Adopter,California,150,150,0.181662272,37500,Graduate Degree,"(2000,3000]",0,2,54,0,Republican
Adopter,California,185,200,0.175261569,87500,Some College,"(1500,2000]",0,2,70,1,Republican
Adopter,California,70,120,0.171992868,62500,Bachelor Degree,"(1500,2000]",0,2,64,1,Republican
Adopter,California,300,400,0.177295933,125000,Bachelor Degree,"(1500,2000]",1,3,70,1,Republican
Adopter,California,325,230,0.170682681,125000,Graduate Degree,"(2000,3000]",0,2,76,1,Democrat
Adopter,New Jersey,50,60,0.141837344,125000,Bachelor Degree,"(1500,2000]",1,1,39,0,Democrat
Adopter,New York,1000,1000,0.144799344,250000,Some College,"(2000,3000]",0,2,70,1,Independent
Adopter,California,350,300,0.170682681,175000,Bachelor Degree,"(2000,3000]",0,2,58,0,Republican
Adopter,New Jersey,190,150,0.141458314,125000,Graduate Degree,"(1500,2000]",0,2,30,0,Democrat
Adopter,California,100,400,0.170682681,62500,High School or Less,"(1500,2000]",0,2,72,1,Republican
Adopter,California,115,115,0.192908626,62500,Bachelor Degree,"(1500,2000]",0,1,71,1,Democrat
Adopter,California,200,170,0.181662272,62500,High School or Less,"(1500,2000]",0,2,74,1,Republican
Adopter,California,125,180,0.183624927,125000,Bachelor Degree,"(1500,2000]",1,4,59,0,Republican
Adopter,California,60,150,0.183624927,62500,Some College,"(1500,2000]",0,2,73,1,Republican
Adopter,California,100,120,0.171184243,62500,Bachelor Degree,"(1000,1500]",0,2,79,1,Independent
Adopter,New Jersey,150,300,0.141535368,125000,Some College,"(0,1000]",1,2,46,0,Independent
Adopter,New Jersey,150,300,0.138040129,87500,High School or Less,"(0,1000]",0,2,52,0,Republican
Adopter,California,130,120,0.181662272,37500,Bachelor Degree,"(2000,3000]",1,2,50,0,Independent
Adopter,California,300,400,0.177295933,250000,Graduate Degree,"(2000,3000]",1,1,43,0,Independent
Adopter,New York,140,250,0.144799344,175000,Some College,"(1000,1500]",0,2,52,0,Democrat
Adopter,California,400,350,0.172770336,125000,Graduate Degree,"(1000,1500]",0,2,68,1,Democrat
Adopter,California,63,130,0.181662272,125000,Bachelor Degree,"(1500,2000]",0,4,49,0,Independent
Adopter,New Jersey,80,300,0.138040129,175000,Graduate Degree,"(2000,3000]",1,3,53,0,Independent
Adopter,California,275,650,0.172770336,175000,High School or Less,"(1500,2000]",0,2,63,0,Republican
Adopter,California,100,400,0.170682681,125000,Some College,"(1500,2000]",0,2,64,1,Republican
Adopter,California,50,190,0.183624927,62500,Some College,"(1500,2000]",0,2,55,1,Republican
Adopter,California,160,30,0.171184243,125000,High School or Less,"(1500,2000]",0,2,51,0,Democrat
Adopter,California,70,200,0.182302849,125000,Some College,"(1000,1500]",0,2,44,0,Republican
Adopter,New York,90,80,0.136167158,37500,Bachelor Degree,"(1500,2000]",0,2,67,1,Republican
Adopter,California,250,400,0.181662272,125000,Graduate Degree,"(2000,3000]",0,2,49,0,Democrat
Adopter,California,130,300,0.181662272,175000,Bachelor Degree,"(2000,3000]",1,2,42,0,Independent
Adopter,California,95,250,0.194651838,62500,Some College,"(1500,2000]",0,2,58,0,Republican
Adopter,California,415,415,0.172770336,87500,Some College,"(2000,3000]",1,4,46,0,Republican
Adopter,California,600,800,0.194651838,350000,Graduate Degree,"(3000,4000]",1,3,45,0,Democrat
Adopter,New Jersey,260,270,0.137376053,175000,High School or Less,"(2000,3000]",0,3,43,0,Democrat
Adopter,California,275,150,0.172770336,125000,Bachelor Degree,"(1000,1500]",0,3,43,0,Republican
Adopter,New Jersey,50,250,0.141837344,62500,Some College,"(1500,2000]",0,2,52,0,Independent
Adopter,California,120,300,0.182302849,87500,Bachelor Degree,"(1500,2000]",0,2,59,1,Republican
Adopter,California,100,60,0.172770336,175000,Graduate Degree,"(1500,2000]",0,3,55,0,Democrat
Adopter,California,140,115,0.182273476,125000,Some College,"(1500,2000]",0,2,72,1,Democrat
Adopter,New York,90,140,0.136167158,125000,Graduate Degree,"(2000,3000]",0,1,63,1,Independent
Adopter,New York,120,40,0.136167158,125000,Graduate Degree,"(2000,3000]",0,2,55,0,Democrat
Adopter,New York,280,350,0.144799344,125000,Graduate Degree,"(1500,2000]",1,3,40,0,Democrat
Adopter,California,60,175,0.194651838,17500,Some College,"(1000,1500]",0,2,72,1,Republican
Adopter,New York,100,80,0.136167158,125000,Bachelor Degree,"(2000,3000]",1,2,45,0,Republican
Adopter,California,250,125,0.170682681,62500,Some College,"(1500,2000]",0,2,72,1,Independent
Adopter,California,150,350,0.177295933,125000,Some College,"(1500,2000]",0,3,67,1,Democrat
Adopter,California,150,300,0.182302849,125000,High School or Less,"(1500,2000]",0,3,55,0,Republican
Adopter,California,200,500,0.183624927,87500,Some College,"(0,1000]",1,3,45,0,Independent
Adopter,New York,140,130,0.144799344,175000,Graduate Degree,"(1500,2000]",1,2,30,0,Democrat
Adopter,New Jersey,50,200,0.141837344,87500,Graduate Degree,"(1500,2000]",1,4,51,0,Democrat
Adopter,California,90,650,0.181662272,250000,Graduate Degree,"(4000,5000+]",0,2,75,0,Independent
Adopter,California,200,600,0.181662272,125000,Some College,"(2000,3000]",0,4,80,1,Republican
Adopter,California,50,380,0.170682681,62500,Some College,"(2000,3000]",1,2,43,0,Independent
Adopter,California,85,160,0.194651838,62500,Some College,"(2000,3000]",0,2,60,0,Republican
Adopter,New York,176,175,0.144799344,87500,Bachelor Degree,"(1500,2000]",0,2,74,1,Independent
Adopter,New York,180,290,0.144799344,175000,Some College,"(2000,3000]",0,3,68,1,Independent
Adopter,California,100,155,0.177295933,87500,Graduate Degree,"(1500,2000]",0,2,47,1,Democrat
Adopter,California,100,250,0.192908626,250000,Some College,"(1500,2000]",0,2,54,0,Republican
Adopter,California,150,200,0.171184243,62500,Bachelor Degree,"(2000,3000]",0,2,70,1,Democrat
Adopter,California,200,250,0.172770336,87500,Some College,"(2000,3000]",1,2,68,1,Independent
Adopter,California,300,270,0.181662272,175000,Graduate Degree,"(2000,3000]",1,3,55,0,Democrat
Adopter,California,140,60,0.171184243,62500,Graduate Degree,"(1000,1500]",0,2,65,1,Democrat
Adopter,New Jersey,150,350,0.139606699,175000,Graduate Degree,"(2000,3000]",0,2,66,1,Republican
Adopter,California,65,55,0.172051015,87500,Some College,"(0,1000]",1,2,33,0,Independent
Adopter,California,200,500,0.185312698,175000,High School or Less,"(2000,3000]",0,2,61,0,Republican
Adopter,California,90,65,0.170696245,87500,Bachelor Degree,"(1500,2000]",0,4,65,1,Republican
Adopter,California,70,150,0.184651659,175000,Bachelor Degree,"(2000,3000]",0,2,48,0,Independent
Adopter,California,230,150,0.18700047,175000,Some College,"(1000,1500]",0,4,50,0,Democrat
Adopter,California,300,250,0.170682681,62500,High School or Less,"(2000,3000]",0,2,89,1,Republican
Adopter,California,240,270,0.182273476,250000,Graduate Degree,"(1500,2000]",0,2,55,0,Independent
Adopter,California,166,400,0.175261569,125000,Some College,"(1000,1500]",1,2,54,0,Republican
Adopter,California,80,120,0.185442682,125000,Bachelor Degree,"(1500,2000]",0,3,73,0,Independent
Adopter,California,125,100,0.181662272,125000,Graduate Degree,"(1500,2000]",1,2,36,0,Democrat
Adopter,California,350,450,0.170682681,37500,Some College,"(1500,2000]",0,2,72,1,Republican
Adopter,California,150,190,0.170682681,87500,Bachelor Degree,"(1500,2000]",1,2,32,0,Democrat
Adopter,California,350,300,0.182273476,175000,Bachelor Degree,"(1000,1500]",0,2,52,0,Republican
Adopter,California,100,60,0.171184243,175000,Graduate Degree,"(2000,3000]",0,3,52,0,Independent
Adopter,California,90,125,0.183624927,125000,Some College,"(1000,1500]",0,4,53,0,Independent
Adopter,California,400,600,0.181662272,87500,Some College,"(1500,2000]",1,3,50,1,Democrat
Adopter,California,250,150,0.181662272,125000,Bachelor Degree,"(1500,2000]",0,1,61,1,Republican
Adopter,New Jersey,280,150,0.14218588,125000,Some College,"(1000,1500]",1,3,56,0,Democrat
Adopter,New Jersey,50,75,0.143809207,125000,Bachelor Degree,"(1500,2000]",1,3,52,0,Republican
Adopter,California,215,250,0.181662272,175000,Some College,"(1500,2000]",0,2,63,0,Republican
Adopter,California,150,400,0.194651838,125000,Some College,"(1000,1500]",1,3,64,1,Independent
Adopter,California,150,350,0.177295933,125000,Bachelor Degree,"(2000,3000]",0,2,64,1,Democrat
Adopter,New Jersey,120,120,0.141535368,125000,Bachelor Degree,"(1500,2000]",0,4,30,0,Democrat
Adopter,New York,200,300,0.144799344,87500,High School or Less,"(2000,3000]",0,2,61,0,Democrat
Adopter,California,198,198,0.171184243,125000,Some College,"(2000,3000]",0,2,62,1,Independent
Adopter,California,300,800,0.182302849,62500,Bachelor Degree,"(1500,2000]",0,4,51,1,Independent
Adopter,California,225,145,0.182273476,125000,Bachelor Degree,"(1000,1500]",0,4,57,0,Democrat
Adopter,California,320,600,0.171992868,125000,Graduate Degree,"(2000,3000]",0,2,64,1,Republican
Adopter,California,150,240,0.194651838,87500,Some College,"(2000,3000]",0,3,55,0,Democrat
Adopter,California,200,300,0.181662272,37500,Bachelor Degree,"(2000,3000]",0,3,52,0,Independent
Adopter,California,200,105,0.172770336,62500,Some College,"(1000,1500]",1,3,40,0,Independent
Adopter,California,135,250,0.185442682,62500,Bachelor Degree,"(1000,1500]",1,3,46,0,Republican
Adopter,California,500,300,0.177295933,125000,Some College,"(1500,2000]",1,2,37,0,Independent
Adopter,California,325,350,0.177295933,62500,Some College,"(1000,1500]",0,2,65,0,Democrat
Adopter,California,200,300,0.170682681,125000,Graduate Degree,"(1000,1500]",1,2,47,0,Republican
Adopter,California,300,100,0.172770336,62500,Some College,"(3000,4000]",0,2,75,1,Democrat
Adopter,New York,250,250,0.144799344,87500,Bachelor Degree,"(1500,2000]",0,3,58,0,Republican
Adopter,California,165,170,0.170682681,62500,Some College,"(1000,1500]",0,2,76,1,Republican
Adopter,New Jersey,464,275,0.140733312,125000,Bachelor Degree,"(2000,3000]",0,2,63,0,Independent
Adopter,California,150,125,0.181662272,125000,Graduate Degree,"(1500,2000]",0,2,58,0,Independent
Adopter,California,90,300,0.193780232,37500,High School or Less,"(1500,2000]",1,1,38,0,Republican
Adopter,California,80,140,0.188477344,62500,High School or Less,"(2000,3000]",0,2,61,1,Independent
Adopter,New Jersey,50,150,0.141458314,125000,Bachelor Degree,"(0,1000]",1,2,34,0,Democrat
Adopter,California,150,600,0.170682681,87500,High School or Less,"(1500,2000]",0,3,51,0,Republican
Adopter,California,200,75,0.177750341,62500,Some College,"(0,1000]",0,4,68,1,Independent
Adopter,California,30,200,0.185442682,125000,Bachelor Degree,"(1500,2000]",0,3,59,0,Democrat
Adopter,California,200,200,0.181662272,125000,Some College,"(1000,1500]",0,4,57,1,Independent
Adopter,California,60,90,0.194651838,37500,Bachelor Degree,"(1500,2000]",0,2,60,0,Republican
Adopter,California,375,450,0.170682681,62500,Bachelor Degree,"(2000,3000]",0,3,47,0,Democrat
Adopter,California,75,60,0.183624927,125000,Some College,"(1000,1500]",1,3,44,0,Democrat
Adopter,California,50,225,0.181662272,37500,Some College,"(1500,2000]",0,2,68,1,Independent
Adopter,California,100,60,0.182273476,37500,High School or Less,"(1500,2000]",0,4,64,1,Independent
Adopter,California,150,90,0.170696245,87500,Some College,"(2000,3000]",1,2,39,0,Democrat
Adopter,California,100,250,0.170682681,37500,Bachelor Degree,"(1000,1500]",0,2,74,1,Independent
Adopter,New Jersey,100,250,0.141837344,125000,Bachelor Degree,"(1500,2000]",0,4,53,0,Independent
Adopter,New York,150,500,0.144799344,175000,Some College,"(2000,3000]",1,4,51,1,Independent
Adopter,New York,330,430,0.144799344,175000,Bachelor Degree,"(2000,3000]",1,2,54,0,Republican
Adopter,California,350,150,0.177295933,175000,Some College,"(2000,3000]",0,2,48,0,Republican
Adopter,California,120,250,0.181662272,62500,Some College,"(1000,1500]",1,2,60,0,Independent
Adopter,Arizona,270,270,0.184697327,62500,Bachelor Degree,"(1500,2000]",1,3,39,0,Independent
Adopter,California,200,200,0.185442682,62500,Bachelor Degree,"(1500,2000]",1,2,31,0,Independent
Adopter,New York,100,150,0.136007146,175000,Some College,"(1000,1500]",0,2,55,0,Democrat
Adopter,New Jersey,275,250,0.141664029,87500,High School or Less,"(1000,1500]",0,2,68,1,Independent
Adopter,California,150,250,0.170682681,350000,Graduate Degree,"(1500,2000]",0,1,52,0,Republican
Adopter,California,80,80,0.183624927,175000,Bachelor Degree,"(2000,3000]",1,2,53,0,Independent
Adopter,California,236,860,0.177295933,350000,Bachelor Degree,"(3000,4000]",0,2,73,0,Republican
Adopter,California,225,245,0.170682681,87500,Bachelor Degree,"(1000,1500]",0,1,59,1,Democrat
Adopter,California,150,400,0.181662272,62500,High School or Less,"(1500,2000]",0,2,51,0,Independent
Adopter,New Jersey,40,200,0.14192373,175000,Bachelor Degree,"(1000,1500]",1,2,42,0,Independent
Adopter,California,100,300,0.182302849,62500,Some College,"(1000,1500]",0,2,69,1,Independent
Adopter,New Jersey,75,225,0.141664029,125000,Bachelor Degree,"(1000,1500]",1,2,33,0,Democrat
Adopter,California,150,100,0.177295933,87500,High School or Less,"(1500,2000]",1,2,39,0,Democrat
Adopter,New Jersey,45,55,0.141837344,175000,Graduate Degree,"(1500,2000]",0,2,68,1,Independent
Adopter,New York,400,1000,0.144799344,175000,Some College,"(3000,4000]",0,4,46,0,Republican
Adopter,New York,80,150,0.144799344,175000,Bachelor Degree,"(1000,1500]",0,2,48,1,Republican
Adopter,California,120,500,0.192908626,17500,High School or Less,"(2000,3000]",1,2,40,0,Republican
Adopter,New York,200,200,0.136167158,37500,High School or Less,"(1000,1500]",1,1,43,0,Democrat
Adopter,California,50,137.5,0.170682681,37500,Some College,"(1500,2000]",0,2,69,1,Independent
Adopter,California,250,220,0.170682681,62500,Some College,"(2000,3000]",1,2,34,0,Independent
Adopter,New Jersey,90,190,0.144911203,125000,Some College,"(1500,2000]",0,2,78,1,Republican
Adopter,California,97,180,0.172770336,175000,Some College,"(2000,3000]",1,2,46,0,Republican
Adopter,California,80,150,0.182302849,17500,Some College,"(1000,1500]",0,2,63,1,Independent
Adopter,California,80,450,0.182302849,62500,Some College,"(1500,2000]",0,3,52,0,Republican
Adopter,New York,200,200,0.144799344,37500,Some College,"(1000,1500]",0,4,55,0,Independent
Adopter,California,90,120,0.185442682,250000,Bachelor Degree,"(2000,3000]",1,2,47,0,Republican
Adopter,California,145,200,0.18700047,87500,Some College,"(1000,1500]",0,1,65,1,Independent
Adopter,California,175,215,0.194651838,37500,Some College,"(1500,2000]",0,2,53,0,Republican
Adopter,California,100,500,0.182302849,87500,Some College,"(1000,1500]",1,2,29,0,Independent
Adopter,New Jersey,120,100,0.138040129,62500,High School or Less,"(1500,2000]",0,2,70,1,Independent
Adopter,California,250,500,0.18700047,17500,Bachelor Degree,"(1500,2000]",1,4,40,0,Republican
Adopter,New Jersey,150,250,0.14192373,250000,Some College,"(2000,3000]",1,3,52,0,Republican
Adopter,California,180,190,0.172770336,37500,High School or Less,"(3000,4000]",0,3,55,0,Independent
Adopter,California,160,150,0.185442682,125000,Some College,"(2000,3000]",0,3,61,0,Republican
Adopter,New York,150,400,0.144799344,37500,High School or Less,"(2000,3000]",0,4,59,1,Republican
Adopter,California,300,600,0.177295933,175000,Some College,"(2000,3000]",0,2,53,0,Republican
Adopter,California,130,300,0.194651838,125000,Some College,"(2000,3000]",0,2,71,1,Independent
Adopter,California,70,400,0.170682681,125000,Bachelor Degree,"(2000,3000]",1,2,44,0,Republican
Adopter,California,100,60,0.181662272,125000,Graduate Degree,"(2000,3000]",1,2,44,0,Republican
Adopter,New Jersey,125,125,0.139606699,87500,Graduate Degree,"(1000,1500]",0,2,50,0,Independent
Adopter,California,200,500,0.170682681,175000,Graduate Degree,"(1500,2000]",0,2,51,0,Independent
Adopter,California,125,100,0.181662272,87500,High School or Less,"(2000,3000]",0,2,77,1,Republican
Adopter,California,75,150,0.172051015,87500,Some College,"(1500,2000]",0,3,57,0,Independent
Adopter,California,125,175,0.18700047,62500,Some College,"(1000,1500]",0,3,57,0,Independent
Adopter,California,120,90,0.177295933,87500,Some College,"(1500,2000]",1,2,47,0,Independent
Adopter,California,250,400,0.177295933,175000,Bachelor Degree,"(3000,4000]",0,1,72,1,Republican
Adopter,California,250,300,0.172770336,175000,Bachelor Degree,"(1500,2000]",0,2,71,1,Democrat
Adopter,California,95,125,0.181662272,37500,Bachelor Degree,"(2000,3000]",1,2,48,0,Democrat
Adopter,California,125,170,0.183624927,125000,Some College,"(1500,2000]",0,2,58,0,Independent
Adopter,California,250,600,0.181662272,87500,High School or Less,"(1000,1500]",0,4,54,0,Independent
Adopter,California,60,400,0.170682681,250000,Graduate Degree,"(2000,3000]",0,2,56,0,Republican
Adopter,New York,260,275,0.144799344,125000,Some College,"(1000,1500]",1,3,69,1,Republican
Adopter,California,300,200,0.177295933,250000,Bachelor Degree,"(2000,3000]",1,3,52,0,Republican
Adopter,New Jersey,95,125,0.138040129,62500,Some College,"(1500,2000]",0,3,60,0,Independent
Adopter,New York,300,375,0.144799344,125000,High School or Less,"(2000,3000]",0,2,36,0,Democrat
Adopter,California,300,350,0.173676259,87500,Graduate Degree,"(1000,1500]",0,1,71,1,Republican
Adopter,California,258,272,0.182273476,87500,Some College,"(1500,2000]",1,3,74,0,Republican
Adopter,California,400,600,0.181662272,350000,Some College,"(2000,3000]",0,2,64,0,Independent
Adopter,California,300,200,0.177295933,62500,Bachelor Degree,"(1000,1500]",1,3,72,1,Independent
Adopter,New York,90,300,0.144799344,250000,Graduate Degree,"(2000,3000]",0,4,66,1,Independent
Adopter,California,120,100,0.194651838,37500,Some College,"(1500,2000]",0,3,55,1,Democrat
Adopter,California,100,235,0.194651838,125000,Some College,"(1000,1500]",0,2,59,0,Republican
Adopter,New York,70,85,0.144799344,125000,Bachelor Degree,"(1500,2000]",0,2,34,0,Republican
Adopter,California,150,150,0.171184243,125000,Bachelor Degree,"(2000,3000]",0,3,54,0,Republican
Adopter,New York,95,122,0.136167158,125000,Graduate Degree,"(1500,2000]",0,1,88,1,Republican
Adopter,California,250,300,0.181662272,62500,Some College,"(1500,2000]",0,2,64,1,Independent
Adopter,California,90,150,0.181662272,87500,Some College,"(2000,3000]",1,2,36,0,Independent
Adopter,California,200,400,0.192908626,87500,Some College,"(2000,3000]",0,2,63,0,Democrat
Adopter,California,70,150,0.177295933,125000,Graduate Degree,"(1500,2000]",0,2,72,1,Republican
Adopter,New York,135,88,0.144799344,62500,Graduate Degree,"(0,1000]",0,4,60,0,Democrat
Adopter,California,75,150,0.192908626,125000,Bachelor Degree,"(1500,2000]",1,3,73,1,Democrat
Adopter,California,200,100,0.175261569,87500,Graduate Degree,"(2000,3000]",0,2,88,1,Democrat
Adopter,California,150,50,0.171184243,125000,Bachelor Degree,"(1000,1500]",1,2,35,0,Republican
Adopter,California,125,60,0.171184243,125000,Bachelor Degree,"(2000,3000]",1,2,47,0,Republican
Adopter,California,200,700,0.170682681,125000,Some College,"(1500,2000]",0,2,70,0,Republican
Adopter,California,38,175,0.184651659,87500,Graduate Degree,"(1500,2000]",0,2,29,0,Independent
Adopter,New Jersey,83.05,141.62,0.141406168,37500,Bachelor Degree,"(0,1000]",0,2,34,0,Independent
Adopter,California,90,300,0.177295933,62500,Some College,"(1500,2000]",0,3,63,1,Republican
Adopter,New York,160,170,0.136167158,125000,Graduate Degree,"(1500,2000]",0,2,67,1,Republican
Adopter,California,240,300,0.194651838,37500,High School or Less,"(1500,2000]",0,2,64,0,Democrat
Adopter,New Jersey,335,250,0.144911203,62500,Graduate Degree,"(1500,2000]",0,2,63,1,Democrat
Adopter,California,70,100,0.194651838,37500,Bachelor Degree,"(2000,3000]",0,2,29,0,Republican
Adopter,California,275,215,0.182273476,62500,Bachelor Degree,"(1500,2000]",1,2,66,1,Democrat
Adopter,New Jersey,100,200,0.150491191,175000,Graduate Degree,"(1500,2000]",0,3,40,0,Independent
Adopter,California,110,120,0.18700047,125000,Graduate Degree,"(2000,3000]",1,1,48,0,Democrat
Adopter,California,354,425,0.183624927,350000,Some College,"(1000,1500]",1,2,48,0,Democrat
Adopter,California,150,120,0.182273476,125000,Some College,"(1000,1500]",1,2,35,0,Independent
Adopter,California,100,65,0.18700047,125000,Graduate Degree,"(2000,3000]",0,4,65,1,Independent
Adopter,California,200,130,0.181662272,125000,Bachelor Degree,"(2000,3000]",0,3,30,0,Democrat
Adopter,California,150,300,0.177295933,250000,Graduate Degree,"(1500,2000]",1,2,36,0,Democrat
Adopter,California,225,170,0.183624927,125000,Bachelor Degree,"(2000,3000]",1,4,37,0,Independent
Adopter,California,100,300,0.170682681,62500,High School or Less,"(1000,1500]",1,4,52,0,Republican
Adopter,California,120,150,0.18700047,350000,Graduate Degree,"(2000,3000]",0,2,61,1,Democrat
Adopter,California,85,225,0.18700047,175000,Graduate Degree,"(2000,3000]",0,2,63,0,Independent
Adopter,California,225,300,0.18700047,62500,Bachelor Degree,"(2000,3000]",0,4,74,1,Republican
Adopter,California,350,280,0.18700047,87500,Some College,"(2000,3000]",0,4,57,0,Democrat
Adopter,California,50,100,0.18700047,175000,Graduate Degree,"(1000,1500]",0,2,42,0,Democrat
Adopter,California,150,200,0.18700047,250000,Graduate Degree,"(1500,2000]",0,2,73,1,Democrat
Adopter,California,100,200,0.18700047,125000,Bachelor Degree,"(2000,3000]",0,3,59,0,Republican
Adopter,California,300,200,0.18700047,250000,Graduate Degree,"(4000,5000+]",0,2,70,0,Republican
Adopter,California,110,130,0.185442682,87500,Bachelor Degree,"(1000,1500]",1,2,52,0,Republican
Adopter,California,150,60,0.186221576,175000,Graduate Degree,"(3000,4000]",0,2,69,1,Democrat
Adopter,California,175,312.5,0.18700047,62500,Some College,"(1000,1500]",0,2,57,1,Independent
Adopter,California,140,140,0.18700047,125000,Graduate Degree,"(1500,2000]",0,2,52,0,Independent
Adopter,California,50,230,0.185442682,62500,Bachelor Degree,"(2000,3000]",0,4,59,0,Republican
Adopter,California,120,200,0.185442682,175000,High School or Less,"(1500,2000]",0,2,36,0,Democrat
Adopter,California,265,240,0.185442682,250000,Bachelor Degree,"(2000,3000]",0,4,50,0,Democrat
Adopter,California,300,400,0.185442682,125000,Bachelor Degree,"(2000,3000]",0,2,70,0,Democrat
Adopter,California,100,150,0.185442682,125000,Graduate Degree,"(1000,1500]",0,1,69,1,Independent
